24.09.2024 21:17:49-log: Cannot access game frame or container.
24.09.2024 21:17:49-debug: asset-db:require-engine-code (1124ms)
24.09.2024 21:17:50-log: Cocos Creator v3.8.1
24.09.2024 21:17:50-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:20.37MB, end 91.57MB, increase: 71.20MB
24.09.2024 21:17:50-debug: [Assets Memory track]: asset-db-plugin-register: programming start:92.37MB, end 95.76MB, increase: 3.39MB
24.09.2024 21:17:50-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:95.81MB, end 99.40MB, increase: 3.59MB
24.09.2024 21:17:50-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:91.58MB, end 99.41MB, increase: 7.83MB
24.09.2024 21:17:50-debug: [Assets Memory track]: asset-db-plugin-enable: project start:95.98MB, end 99.41MB, increase: 3.43MB
24.09.2024 21:17:50-debug: asset-db:worker-init: initPlugin (102ms)
24.09.2024 21:17:50-debug: [Assets Memory track]: asset-db:worker-init start:20.37MB, end 93.96MB, increase: 73.60MB
24.09.2024 21:17:50-debug: Run asset db hook programming:beforePreStart success!
24.09.2024 21:17:50-debug: Run asset db hook engine-extends:beforePreStart success!
24.09.2024 21:17:50-debug: Run asset db hook engine-extends:beforePreStart ...
24.09.2024 21:17:50-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.1\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
24.09.2024 21:46:10-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:46:11-debug: asset-db:refresh-all-database (36ms)
24.09.2024 21:46:11-debug: asset-db:worker-effect-data-processing (5ms)
24.09.2024 21:46:11-debug: asset-db-hook-engine-extends-afterRefresh (5ms)
24.09.2024 21:46:12-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Utils\PrefabLoader.ts...
24.09.2024 21:46:12-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Utils\PrefabLoader.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 21:46:12-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Utils success
24.09.2024 21:46:12-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Utilsbackground: #aaff85; color: #000;color: #000;
24.09.2024 21:51:05-debug: refresh db internal success
24.09.2024 21:51:05-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\GameManagerComponent.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 21:51:05-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Enums\LocationType.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 21:51:05-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Scene\ScenePoolManagerComponent.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 21:51:05-debug: refresh db assets success
24.09.2024 21:51:05-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:51:05-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:51:05-debug: asset-db:refresh-all-database (25ms)
24.09.2024 21:51:21-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Scene\StartScene...
24.09.2024 21:51:21-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Scene\StartScenebackground: #aaff85; color: #000;color: #000;
24.09.2024 21:51:21-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Scene success
24.09.2024 21:51:21-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Scenebackground: #aaff85; color: #000;color: #000;
24.09.2024 21:51:39-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Scene\GameScene...
24.09.2024 21:51:39-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Scene\GameScenebackground: #aaff85; color: #000;color: #000;
24.09.2024 21:51:39-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Scene success
24.09.2024 21:51:39-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Scenebackground: #aaff85; color: #000;color: #000;
24.09.2024 21:51:49-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Scene\ScoreScene...
24.09.2024 21:51:49-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Scene\ScoreScenebackground: #aaff85; color: #000;color: #000;
24.09.2024 21:51:49-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Scene success
24.09.2024 21:51:49-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Scenebackground: #aaff85; color: #000;color: #000;
24.09.2024 21:52:19-debug: refresh db internal success
24.09.2024 21:52:19-debug: refresh db assets success
24.09.2024 21:52:19-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:52:19-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:52:19-debug: asset-db:refresh-all-database (34ms)
24.09.2024 21:52:19-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 21:52:19-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 21:52:30-debug: refresh db internal success
24.09.2024 21:52:30-debug: refresh db assets success
24.09.2024 21:52:30-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:52:30-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:52:30-debug: asset-db:refresh-all-database (21ms)
24.09.2024 21:53:05-debug: refresh db internal success
24.09.2024 21:53:05-debug: refresh db assets success
24.09.2024 21:53:05-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:53:05-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:53:05-debug: asset-db:refresh-all-database (24ms)
24.09.2024 21:53:05-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 21:53:05-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 21:53:13-debug: refresh db internal success
24.09.2024 21:53:13-debug: refresh db assets success
24.09.2024 21:53:13-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:53:13-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:53:13-debug: asset-db:refresh-all-database (26ms)
24.09.2024 21:53:13-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 21:53:13-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 21:53:13-debug: refresh db internal success
24.09.2024 21:53:13-debug: refresh db assets success
24.09.2024 21:53:13-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:53:13-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:53:13-debug: asset-db:refresh-all-database (46ms)
24.09.2024 21:53:13-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 21:53:13-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 21:53:16-debug: refresh db internal success
24.09.2024 21:53:16-debug: refresh db assets success
24.09.2024 21:53:16-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:53:16-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:53:16-debug: asset-db:refresh-all-database (20ms)
24.09.2024 21:53:39-debug: refresh db internal success
24.09.2024 21:53:39-debug: refresh db assets success
24.09.2024 21:53:39-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:53:39-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:53:39-debug: asset-db:refresh-all-database (22ms)
24.09.2024 21:53:39-debug: refresh db internal success
24.09.2024 21:53:39-debug: refresh db assets success
24.09.2024 21:53:39-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:53:39-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:53:39-debug: asset-db:refresh-all-database (21ms)
24.09.2024 21:53:52-debug: refresh db internal success
24.09.2024 21:53:52-debug: refresh db assets success
24.09.2024 21:53:52-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:53:52-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:53:52-debug: asset-db:refresh-all-database (23ms)
24.09.2024 21:54:11-debug: refresh db internal success
24.09.2024 21:54:11-debug: refresh db assets success
24.09.2024 21:54:11-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:54:11-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:54:11-debug: asset-db:refresh-all-database (30ms)
24.09.2024 21:54:11-debug: asset-db:worker-effect-data-processing (-1ms)
24.09.2024 21:54:11-debug: asset-db-hook-engine-extends-afterRefresh (-1ms)
24.09.2024 21:54:41-debug: refresh db internal success
24.09.2024 21:54:41-debug: refresh db assets success
24.09.2024 21:54:41-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:54:41-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:54:41-debug: asset-db:refresh-all-database (26ms)
24.09.2024 21:54:53-debug: refresh db internal success
24.09.2024 21:54:53-debug: refresh db assets success
24.09.2024 21:54:53-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:54:53-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:54:53-debug: asset-db:refresh-all-database (23ms)
24.09.2024 21:54:56-debug: refresh db internal success
24.09.2024 21:54:56-debug: refresh db assets success
24.09.2024 21:54:56-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:54:56-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:54:56-debug: asset-db:refresh-all-database (22ms)
24.09.2024 21:55:06-debug: refresh db internal success
24.09.2024 21:55:06-debug: refresh db assets success
24.09.2024 21:55:06-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:55:06-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:55:06-debug: asset-db:refresh-all-database (22ms)
24.09.2024 21:55:06-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 21:55:06-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 21:55:21-debug: refresh db internal success
24.09.2024 21:55:21-debug: refresh db assets success
24.09.2024 21:55:21-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 21:55:21-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 21:55:21-debug: asset-db:refresh-all-database (23ms)
24.09.2024 21:55:21-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 21:55:21-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:01:12-debug: refresh db internal success
24.09.2024 22:01:12-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\GameManagerComponent.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:01:12-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Enums\LocationType.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:01:12-debug: refresh db assets success
24.09.2024 22:01:12-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:01:12-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:01:12-debug: asset-db:refresh-all-database (26ms)
24.09.2024 22:01:12-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:01:12-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:01:56-debug: refresh db internal success
24.09.2024 22:01:56-debug: refresh db assets success
24.09.2024 22:01:56-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:01:56-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:01:56-debug: asset-db:refresh-all-database (25ms)
24.09.2024 22:01:56-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:01:56-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:02:11-debug: refresh db internal success
24.09.2024 22:02:11-debug: refresh db assets success
24.09.2024 22:02:11-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:02:11-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:02:11-debug: asset-db:refresh-all-database (25ms)
24.09.2024 22:02:11-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:02:11-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:02:12-debug: refresh db internal success
24.09.2024 22:02:12-debug: refresh db assets success
24.09.2024 22:02:12-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:02:12-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:02:12-debug: asset-db:refresh-all-database (22ms)
24.09.2024 22:02:12-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:02:12-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:02:25-debug: refresh db internal success
24.09.2024 22:02:25-debug: refresh db assets success
24.09.2024 22:02:25-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:02:25-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:02:25-debug: asset-db:refresh-all-database (23ms)
24.09.2024 22:02:25-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:02:25-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:02:30-debug: refresh db internal success
24.09.2024 22:02:30-debug: refresh db assets success
24.09.2024 22:02:30-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:02:30-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:02:30-debug: asset-db:refresh-all-database (24ms)
24.09.2024 22:02:30-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:02:30-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:03:36-debug: refresh db internal success
24.09.2024 22:03:36-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\GameManagerComponent.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:03:36-debug: refresh db assets success
24.09.2024 22:03:36-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:03:36-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:03:36-debug: asset-db:refresh-all-database (24ms)
24.09.2024 22:03:36-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:04:27-debug: refresh db internal success
24.09.2024 22:04:27-debug: refresh db assets success
24.09.2024 22:04:27-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:04:27-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:04:27-debug: asset-db:refresh-all-database (23ms)
24.09.2024 22:04:37-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Application...
24.09.2024 22:04:37-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Applicationbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:04:37-debug: refresh asset F:\git\TestMatch3\assets\Scripts success
24.09.2024 22:04:37-debug: %cImport%c: F:\git\TestMatch3\assets\Scriptsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:05:29-debug: refresh db internal success
24.09.2024 22:05:29-debug: refresh db assets success
24.09.2024 22:05:29-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:05:29-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:05:29-debug: asset-db:refresh-all-database (26ms)
24.09.2024 22:05:29-debug: asset-db:worker-effect-data-processing (-1ms)
24.09.2024 22:05:31-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Application\AppRoot.ts...
24.09.2024 22:05:31-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Application\AppRoot.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:05:31-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Application success
24.09.2024 22:05:31-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Application\AppState.ts...
24.09.2024 22:05:31-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Application\AppState.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:05:31-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Application success
24.09.2024 22:05:31-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Application\ApplicationInterfaces.ts...
24.09.2024 22:05:31-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Application\ApplicationInterfaces.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:05:31-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Application success
24.09.2024 22:05:31-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Application\ApplicationConfig.ts...
24.09.2024 22:05:31-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Application\ApplicationConfig.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:05:31-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Application success
24.09.2024 22:05:31-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Application\AppDevice.ts...
24.09.2024 22:05:31-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Application\AppDevice.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:05:31-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Application success
24.09.2024 22:05:31-debug: start refresh asset from F:\git\TestMatch3\assets\Scripts\Application\AppAudio.ts...
24.09.2024 22:05:31-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Application\AppAudio.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:05:31-debug: refresh asset F:\git\TestMatch3\assets\Scripts\Application success
24.09.2024 22:05:31-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Applicationbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:08:45-debug: refresh db internal success
24.09.2024 22:08:45-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\GameManagerComponent.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:08:45-debug: refresh db assets success
24.09.2024 22:08:45-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:08:45-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:08:45-debug: asset-db:refresh-all-database (31ms)
24.09.2024 22:08:45-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:08:45-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:08:56-debug: refresh db internal success
24.09.2024 22:08:56-debug: refresh db assets success
24.09.2024 22:08:56-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:08:56-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:08:56-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:08:56-debug: asset-db:refresh-all-database (22ms)
24.09.2024 22:08:56-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:09:46-debug: refresh db internal success
24.09.2024 22:09:46-debug: refresh db assets success
24.09.2024 22:09:46-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:09:46-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:09:46-debug: asset-db:refresh-all-database (22ms)
24.09.2024 22:09:53-debug: refresh db internal success
24.09.2024 22:09:53-debug: refresh db assets success
24.09.2024 22:09:53-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:09:53-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:09:53-debug: asset-db:refresh-all-database (23ms)
24.09.2024 22:09:57-debug: refresh db internal success
24.09.2024 22:09:57-debug: refresh db assets success
24.09.2024 22:09:57-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:09:57-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:09:57-debug: asset-db:refresh-all-database (21ms)
24.09.2024 22:10:10-debug: refresh db internal success
24.09.2024 22:10:10-debug: refresh db assets success
24.09.2024 22:10:10-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:10:10-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:10:10-debug: asset-db:refresh-all-database (21ms)
24.09.2024 22:10:13-debug: refresh db internal success
24.09.2024 22:10:13-debug: refresh db assets success
24.09.2024 22:10:13-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:10:13-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:10:13-debug: asset-db:refresh-all-database (24ms)
24.09.2024 22:10:13-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:10:13-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:10:29-debug: refresh db internal success
24.09.2024 22:10:29-debug: refresh db assets success
24.09.2024 22:10:29-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:10:29-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:10:29-debug: asset-db:refresh-all-database (23ms)
24.09.2024 22:10:29-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:10:29-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:10:37-debug: refresh db internal success
24.09.2024 22:10:37-debug: refresh db assets success
24.09.2024 22:10:37-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:10:37-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:10:37-debug: asset-db:refresh-all-database (22ms)
24.09.2024 22:10:41-debug: refresh db internal success
24.09.2024 22:10:41-debug: refresh db assets success
24.09.2024 22:10:41-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:10:41-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:10:41-debug: asset-db:refresh-all-database (21ms)
24.09.2024 22:10:41-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:10:41-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:10:45-debug: refresh db internal success
24.09.2024 22:10:45-debug: refresh db assets success
24.09.2024 22:10:45-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:10:45-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:10:45-debug: asset-db:refresh-all-database (25ms)
24.09.2024 22:10:45-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:10:45-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:10:53-debug: refresh db internal success
24.09.2024 22:10:53-debug: refresh db assets success
24.09.2024 22:10:53-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:10:53-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:10:53-debug: asset-db:refresh-all-database (24ms)
24.09.2024 22:10:53-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:11:58-debug: refresh db internal success
24.09.2024 22:11:58-debug: refresh db assets success
24.09.2024 22:11:58-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:11:58-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:11:58-debug: asset-db:refresh-all-database (21ms)
24.09.2024 22:12:19-debug: refresh db internal success
24.09.2024 22:12:19-debug: refresh db assets success
24.09.2024 22:12:19-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:12:19-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:12:19-debug: asset-db:refresh-all-database (22ms)
24.09.2024 22:13:04-debug: refresh db internal success
24.09.2024 22:13:04-debug: refresh db assets success
24.09.2024 22:13:04-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:13:04-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:13:04-debug: asset-db:refresh-all-database (21ms)
24.09.2024 22:13:04-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:16:55-debug: refresh db internal success
24.09.2024 22:16:55-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Application\AppRoot.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:16:55-debug: refresh db assets success
24.09.2024 22:16:55-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:16:55-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:16:55-debug: asset-db:refresh-all-database (36ms)
24.09.2024 22:16:55-debug: asset-db:worker-effect-data-processing (1ms)
24.09.2024 22:16:55-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
24.09.2024 22:17:37-debug: refresh db internal success
24.09.2024 22:17:37-debug: refresh db assets success
24.09.2024 22:17:37-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:17:37-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:17:37-debug: asset-db:refresh-all-database (30ms)
24.09.2024 22:17:43-debug: start refresh asset from F:\git\TestMatch3\assets\resources\Prefabs...
24.09.2024 22:17:43-debug: %cImport%c: F:\git\TestMatch3\assets\resources\Prefabsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:17:43-debug: refresh asset F:\git\TestMatch3\assets\resources success
24.09.2024 22:17:44-debug: %cImport%c: F:\git\TestMatch3\assets\resourcesbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:17:47-debug: start move asset from F:\git\TestMatch3\assets\resources\ball.prefab -> F:\git\TestMatch3\assets\resources\Prefabs\ball.prefab...
24.09.2024 22:17:47-debug: start move asset from F:\git\TestMatch3\assets\resources\MainScene.prefab -> F:\git\TestMatch3\assets\resources\Prefabs\MainScene.prefab...
24.09.2024 22:17:47-debug: start refresh asset from F:\git\TestMatch3\assets\resources\Prefabs\ball.prefab...
24.09.2024 22:17:47-debug: start refresh asset from F:\git\TestMatch3\assets\resources\Prefabs\MainScene.prefab...
24.09.2024 22:17:47-debug: %cImport%c: F:\git\TestMatch3\assets\resources\Prefabs\ball.prefabbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:17:47-debug: %cImport%c: F:\git\TestMatch3\assets\resources\Prefabs\MainScene.prefabbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:17:47-debug: refresh asset F:\git\TestMatch3\assets\resources\Prefabs success
24.09.2024 22:17:47-debug: start refresh asset from F:\git\TestMatch3\assets\resources...
24.09.2024 22:17:47-debug: refresh asset F:\git\TestMatch3\assets\resources\Prefabs success
24.09.2024 22:17:47-debug: start refresh asset from F:\git\TestMatch3\assets\resources...
24.09.2024 22:17:47-debug: %cImport%c: F:\git\TestMatch3\assets\resourcesbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:17:47-debug: %cImport%c: F:\git\TestMatch3\assets\resources\Prefabsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:17:47-debug: refresh asset F:\git\TestMatch3\assets success
24.09.2024 22:17:47-debug: move asset from F:\git\TestMatch3\assets\resources\ball.prefab -> F:\git\TestMatch3\assets\resources\Prefabs\ball.prefab success
24.09.2024 22:17:47-debug: refresh asset F:\git\TestMatch3\assets success
24.09.2024 22:17:47-debug: move asset from F:\git\TestMatch3\assets\resources\MainScene.prefab -> F:\git\TestMatch3\assets\resources\Prefabs\MainScene.prefab success
24.09.2024 22:18:11-debug: start refresh asset from F:\git\TestMatch3\assets\resources\Images...
24.09.2024 22:18:11-debug: %cImport%c: F:\git\TestMatch3\assets\resources\Imagesbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:18:11-debug: refresh asset F:\git\TestMatch3\assets\resources success
24.09.2024 22:18:11-debug: %cImport%c: F:\git\TestMatch3\assets\resourcesbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:18:34-debug: refresh db internal success
24.09.2024 22:18:34-debug: refresh db assets success
24.09.2024 22:18:34-debug: Run asset db hook engine-extends:afterRefresh ...
24.09.2024 22:18:34-debug: Run asset db hook engine-extends:afterRefresh success!
24.09.2024 22:18:34-debug: asset-db:refresh-all-database (25ms)
24.09.2024 22:20:44-debug: refresh db internal success
24.09.2024 22:20:44-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Enums\BallColor.tsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:20:44-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Enumsbackground: #aaff85; color: #000;color: #000;
24.09.2024 22:20:44-debug: %cImport%c: F:\git\TestMatch3\assets\Scripts\Enums\CCEnums.tsbackground: #aaff85; color: #000;color: #000;
